Date,Type,Subgroup,Continued claims
12/19/2020,Continued claims by wages,"$75,000 to less than $150,000",10263
12/26/2020,Continued claims by wages,"$75,000 to less than $150,000",10991
01/02/2021,Continued claims by wages,"$75,000 to less than $150,000",11267
01/09/2021,Continued claims by wages,"$75,000 to less than $150,000",11374
01/16/2021,Continued claims by wages,"$75,000 to less than $150,000",11482
01/23/2021,Continued claims by wages,"$75,000 to less than $150,000",11388
01/30/2021,Continued claims by wages,"$75,000 to less than $150,000",11512
02/06/2021,Continued claims by wages,"$75,000 to less than $150,000",11661
02/13/2021,Continued claims by wages,"$75,000 to less than $150,000",11781
02/20/2021,Continued claims by wages,"$75,000 to less than $150,000",12127
02/27/2021,Continued claims by wages,"$75,000 to less than $150,000",11506
03/06/2021,Continued claims by wages,"$75,000 to less than $150,000",11340
03/13/2021,Continued claims by wages,"$75,000 to less than $150,000",11100
03/20/2021,Continued claims by wages,"$75,000 to less than $150,000",10849
03/27/2021,Continued claims by wages,"$75,000 to less than $150,000",9921
04/03/2021,Continued claims by wages,"$75,000 to less than $150,000",9625
04/10/2021,Continued claims by wages,"$75,000 to less than $150,000",9556
04/17/2021,Continued claims by wages,"$75,000 to less than $150,000",9869
04/24/2021,Continued claims by wages,"$75,000 to less than $150,000",9245
05/01/2021,Continued claims by wages,"$75,000 to less than $150,000",9119
05/08/2021,Continued claims by wages,"$75,000 to less than $150,000",9037
05/15/2021,Continued claims by wages,"$75,000 to less than $150,000",9014
05/22/2021,Continued claims by wages,"$75,000 to less than $150,000",8871
05/29/2021,Continued claims by wages,"$75,000 to less than $150,000",8797
06/05/2021,Continued claims by wages,"$75,000 to less than $150,000",8887
06/12/2021,Continued claims by wages,"$75,000 to less than $150,000",8432
06/19/2021,Continued claims by wages,"$75,000 to less than $150,000",8514
06/26/2021,Continued claims by wages,"$75,000 to less than $150,000",8202
07/03/2021,Continued claims by wages,"$75,000 to less than $150,000",8009
07/10/2021,Continued claims by wages,"$75,000 to less than $150,000",7554
07/17/2021,Continued claims by wages,"$75,000 to less than $150,000",7239
07/24/2021,Continued claims by wages,"$75,000 to less than $150,000",7112
07/31/2021,Continued claims by wages,"$75,000 to less than $150,000",7048
08/07/2021,Continued claims by wages,"$75,000 to less than $150,000",6943
08/14/2021,Continued claims by wages,"$75,000 to less than $150,000",6867
08/21/2021,Continued claims by wages,"$75,000 to less than $150,000",6708
08/28/2021,Continued claims by wages,"$75,000 to less than $150,000",6551
09/04/2021,Continued claims by wages,"$75,000 to less than $150,000",6315
09/11/2021,Continued claims by wages,"$75,000 to less than $150,000",4893
09/18/2021,Continued claims by wages,"$75,000 to less than $150,000",4266
09/25/2021,Continued claims by wages,"$75,000 to less than $150,000",4211
10/02/2021,Continued claims by wages,"$75,000 to less than $150,000",4049
10/09/2021,Continued claims by wages,"$75,000 to less than $150,000",3973
10/16/2021,Continued claims by wages,"$75,000 to less than $150,000",3919
10/23/2021,Continued claims by wages,"$75,000 to less than $150,000",3875
10/30/2021,Continued claims by wages,"$75,000 to less than $150,000",3866
11/06/2021,Continued claims by wages,"$75,000 to less than $150,000",3798
11/13/2021,Continued claims by wages,"$75,000 to less than $150,000",3737
11/20/2021,Continued claims by wages,"$75,000 to less than $150,000",3753
11/27/2021,Continued claims by wages,"$75,000 to less than $150,000",3816
12/04/2021,Continued claims by wages,"$75,000 to less than $150,000",3725
12/11/2021,Continued claims by wages,"$75,000 to less than $150,000",2825
12/18/2021,Continued claims by wages,"$75,000 to less than $150,000",2819
12/25/2021,Continued claims by wages,"$75,000 to less than $150,000",3119
01/01/2022,Continued claims by wages,"$75,000 to less than $150,000",3475
01/08/2022,Continued claims by wages,"$75,000 to less than $150,000",3289
01/15/2022,Continued claims by wages,"$75,000 to less than $150,000",2759
01/22/2022,Continued claims by wages,"$75,000 to less than $150,000",2721
01/29/2022,Continued claims by wages,"$75,000 to less than $150,000",2644
02/05/2022,Continued claims by wages,"$75,000 to less than $150,000",2661
02/12/2022,Continued claims by wages,"$75,000 to less than $150,000",2599
02/19/2022,Continued claims by wages,"$75,000 to less than $150,000",2588
02/26/2022,Continued claims by wages,"$75,000 to less than $150,000",2534
03/05/2022,Continued claims by wages,"$75,000 to less than $150,000",2446
03/12/2022,Continued claims by wages,"$75,000 to less than $150,000",2334
03/19/2022,Continued claims by wages,"$75,000 to less than $150,000",2220
03/26/2022,Continued claims by wages,"$75,000 to less than $150,000",2099
04/02/2022,Continued claims by wages,"$75,000 to less than $150,000",2002
04/09/2022,Continued claims by wages,"$75,000 to less than $150,000",1919
04/16/2022,Continued claims by wages,"$75,000 to less than $150,000",1841
01/05/2019,Continued claims by wages,"$150,000 or more",882
01/12/2019,Continued claims by wages,"$150,000 or more",906
01/19/2019,Continued claims by wages,"$150,000 or more",917
01/26/2019,Continued claims by wages,"$150,000 or more",928
02/02/2019,Continued claims by wages,"$150,000 or more",929
02/09/2019,Continued claims by wages,"$150,000 or more",949
02/16/2019,Continued claims by wages,"$150,000 or more",961
02/23/2019,Continued claims by wages,"$150,000 or more",968
03/02/2019,Continued claims by wages,"$150,000 or more",950
03/09/2019,Continued claims by wages,"$150,000 or more",962
03/16/2019,Continued claims by wages,"$150,000 or more",952
03/23/2019,Continued claims by wages,"$150,000 or more",938
03/30/2019,Continued claims by wages,"$150,000 or more",942
04/06/2019,Continued claims by wages,"$150,000 or more",936
04/13/2019,Continued claims by wages,"$150,000 or more",935
04/20/2019,Continued claims by wages,"$150,000 or more",955
04/27/2019,Continued claims by wages,"$150,000 or more",956
05/04/2019,Continued claims by wages,"$150,000 or more",970
05/11/2019,Continued claims by wages,"$150,000 or more",970
05/18/2019,Continued claims by wages,"$150,000 or more",967
05/25/2019,Continued claims by wages,"$150,000 or more",962
06/01/2019,Continued claims by wages,"$150,000 or more",938
06/08/2019,Continued claims by wages,"$150,000 or more",929
06/15/2019,Continued claims by wages,"$150,000 or more",917
06/22/2019,Continued claims by wages,"$150,000 or more",925
06/29/2019,Continued claims by wages,"$150,000 or more",916
07/06/2019,Continued claims by wages,"$150,000 or more",935
07/13/2019,Continued claims by wages,"$150,000 or more",930
07/20/2019,Continued claims by wages,"$150,000 or more",917
07/27/2019,Continued claims by wages,"$150,000 or more",903
08/03/2019,Continued claims by wages,"$150,000 or more",896
08/10/2019,Continued claims by wages,"$150,000 or more",871
08/17/2019,Continued claims by wages,"$150,000 or more",869
08/24/2019,Continued claims by wages,"$150,000 or more",871
08/31/2019,Continued claims by wages,"$150,000 or more",860
09/07/2019,Continued claims by wages,"$150,000 or more",842
09/14/2019,Continued claims by wages,"$150,000 or more",835
09/21/2019,Continued claims by wages,"$150,000 or more",831
09/28/2019,Continued claims by wages,"$150,000 or more",815
10/05/2019,Continued claims by wages,"$150,000 or more",821
10/12/2019,Continued claims by wages,"$150,000 or more",817
10/19/2019,Continued claims by wages,"$150,000 or more",805
10/26/2019,Continued claims by wages,"$150,000 or more",802
11/02/2019,Continued claims by wages,"$150,000 or more",798
11/09/2019,Continued claims by wages,"$150,000 or more",809
11/16/2019,Continued claims by wages,"$150,000 or more",806
11/23/2019,Continued claims by wages,"$150,000 or more",813
11/30/2019,Continued claims by wages,"$150,000 or more",810
12/07/2019,Continued claims by wages,"$150,000 or more",822
12/14/2019,Continued claims by wages,"$150,000 or more",809
12/21/2019,Continued claims by wages,"$150,000 or more",805
12/28/2019,Continued claims by wages,"$150,000 or more",828
01/04/2020,Continued claims by wages,"$150,000 or more",857
01/11/2020,Continued claims by wages,"$150,000 or more",882
01/18/2020,Continued claims by wages,"$150,000 or more",878
01/25/2020,Continued claims by wages,"$150,000 or more",859
02/01/2020,Continued claims by wages,"$150,000 or more",866
02/08/2020,Continued claims by wages,"$150,000 or more",876
02/15/2020,Continued claims by wages,"$150,000 or more",902
02/22/2020,Continued claims by wages,"$150,000 or more",900
02/29/2020,Continued claims by wages,"$150,000 or more",911
03/07/2020,Continued claims by wages,"$150,000 or more",917
03/14/2020,Continued claims by wages,"$150,000 or more",969
03/21/2020,Continued claims by wages,"$150,000 or more",1421
03/28/2020,Continued claims by wages,"$150,000 or more",2114
04/04/2020,Continued claims by wages,"$150,000 or more",3132
04/11/2020,Continued claims by wages,"$150,000 or more",3620
04/18/2020,Continued claims by wages,"$150,000 or more",3888
04/25/2020,Continued claims by wages,"$150,000 or more",4033
05/02/2020,Continued claims by wages,"$150,000 or more",4175
05/09/2020,Continued claims by wages,"$150,000 or more",4028
05/16/2020,Continued claims by wages,"$150,000 or more",3852
05/23/2020,Continued claims by wages,"$150,000 or more",3868
05/30/2020,Continued claims by wages,"$150,000 or more",3779
06/06/2020,Continued claims by wages,"$150,000 or more",3666
06/13/2020,Continued claims by wages,"$150,000 or more",3717
06/20/2020,Continued claims by wages,"$150,000 or more",3616
06/27/2020,Continued claims by wages,"$150,000 or more",3671
07/04/2020,Continued claims by wages,"$150,000 or more",3551
07/11/2020,Continued claims by wages,"$150,000 or more",3510
07/18/2020,Continued claims by wages,"$150,000 or more",3408
07/25/2020,Continued claims by wages,"$150,000 or more",3404
08/01/2020,Continued claims by wages,"$150,000 or more",3227
08/08/2020,Continued claims by wages,"$150,000 or more",3129
08/15/2020,Continued claims by wages,"$150,000 or more",3164
08/22/2020,Continued claims by wages,"$150,000 or more",3081
08/29/2020,Continued claims by wages,"$150,000 or more",3106
09/05/2020,Continued claims by wages,"$150,000 or more",3015
09/12/2020,Continued claims by wages,"$150,000 or more",2937
09/19/2020,Continued claims by wages,"$150,000 or more",2802
09/26/2020,Continued claims by wages,"$150,000 or more",2810
10/03/2020,Continued claims by wages,"$150,000 or more",2682
10/10/2020,Continued claims by wages,"$150,000 or more",2717
10/17/2020,Continued claims by wages,"$150,000 or more",2673
10/24/2020,Continued claims by wages,"$150,000 or more",2672
10/31/2020,Continued claims by wages,"$150,000 or more",2623
11/07/2020,Continued claims by wages,"$150,000 or more",2597
11/14/2020,Continued claims by wages,"$150,000 or more",2583
11/21/2020,Continued claims by wages,"$150,000 or more",2495
11/28/2020,Continued claims by wages,"$150,000 or more",2476
12/05/2020,Continued claims by wages,"$150,000 or more",2499
12/12/2020,Continued claims by wages,"$150,000 or more",2464
12/19/2020,Continued claims by wages,"$150,000 or more",2393
12/26/2020,Continued claims by wages,"$150,000 or more",2421
01/02/2021,Continued claims by wages,"$150,000 or more",2455
01/09/2021,Continued claims by wages,"$150,000 or more",2524
01/16/2021,Continued claims by wages,"$150,000 or more",2551
01/23/2021,Continued claims by wages,"$150,000 or more",2540
01/30/2021,Continued claims by wages,"$150,000 or more",2555
02/06/2021,Continued claims by wages,"$150,000 or more",2568
02/13/2021,Continued claims by wages,"$150,000 or more",2595
02/20/2021,Continued claims by wages,"$150,000 or more",2606
02/27/2021,Continued claims by wages,"$150,000 or more",2557
03/06/2021,Continued claims by wages,"$150,000 or more",2537
03/13/2021,Continued claims by wages,"$150,000 or more",2520
03/20/2021,Continued claims by wages,"$150,000 or more",2490
03/27/2021,Continued claims by wages,"$150,000 or more",2364
04/03/2021,Continued claims by wages,"$150,000 or more",2283
04/10/2021,Continued claims by wages,"$150,000 or more",2287
04/17/2021,Continued claims by wages,"$150,000 or more",2325
04/24/2021,Continued claims by wages,"$150,000 or more",2251
05/01/2021,Continued claims by wages,"$150,000 or more",2183
05/08/2021,Continued claims by wages,"$150,000 or more",2177
05/15/2021,Continued claims by wages,"$150,000 or more",2161
05/22/2021,Continued claims by wages,"$150,000 or more",2142
05/29/2021,Continued claims by wages,"$150,000 or more",2111
06/05/2021,Continued claims by wages,"$150,000 or more",2062
06/12/2021,Continued claims by wages,"$150,000 or more",2046
06/19/2021,Continued claims by wages,"$150,000 or more",2006
06/26/2021,Continued claims by wages,"$150,000 or more",1985
07/03/2021,Continued claims by wages,"$150,000 or more",1941
07/10/2021,Continued claims by wages,"$150,000 or more",1808
07/17/2021,Continued claims by wages,"$150,000 or more",1720
07/24/2021,Continued claims by wages,"$150,000 or more",1700
07/31/2021,Continued claims by wages,"$150,000 or more",1682
08/07/2021,Continued claims by wages,"$150,000 or more",1673
08/14/2021,Continued claims by wages,"$150,000 or more",1671
08/21/2021,Continued claims by wages,"$150,000 or more",1630
08/28/2021,Continued claims by wages,"$150,000 or more",1590
09/04/2021,Continued claims by wages,"$150,000 or more",1541
09/11/2021,Continued claims by wages,"$150,000 or more",1223
09/18/2021,Continued claims by wages,"$150,000 or more",1093
09/25/2021,Continued claims by wages,"$150,000 or more",1076
